,ID,text,select_text,sentiment,mood
208,209,i seriously feel so blessed for the support that i have at home it s amazing,seriously feel blessed support home amazing,positive,"love
"
209,210,i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,feel abused maligned mostly tired nervous feeling anticipating danger,negative,"sadness
"
210,211,i am feeling pretty restless right now while typing this,feeling pretty restless right typing,negative,"fear
"
211,212,i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,know gosman touristy place montauk area infrequent visitor area want head harbor feel gentle cawing seagull lapping water wood piling relaxing breeze coming water,positive,"love
"
212,213,i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,admit hilarious card seriously exactly feel stressed feel moment could start,negative,"sadness
"
213,214,i wrote last year when i was feeling more dull and inarticulate than normal,wrote last year feeling dull inarticulate normal,negative,"sadness
"
214,215,id kick myself into gear but i just feel irritable with no motivation what so ever,kick gear feel irritable motivation ever,negative,"anger
"
215,216,i feel as a child innocent feelings illustrating a,feel child innocent feeling illustrating,positive,"joy
"
216,217,i have the satisfaction of feeling that i m no longer supporting or contributing to the looter driven consumerism that has made a walking corpse out of the america i so revered when i was younger,satisfaction feeling longer supporting contributing looter driven consumerism made walking corpse america revered younger,positive,"love
"
217,218,i will start to feel resentful,start feel resentful,negative,"anger
"
218,219,i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,spend vacation obligation headache feeling like emotional blackmailed three place,negative,"sadness
"
219,220,i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,feel herpes coming would surprised point make checkup clinic wednesday,positive,"surprise
"
220,221,i feel so fucked like everyday of my life,feel fucked like everyday life,negative,"anger
"
221,222,ive worked really hard all year to try to make each child in the class feel like they are valued,ive worked really hard year try make child class feel like valued,positive,"joy
"
222,223,i am feeling disheartened with my words as of late,feeling disheartened word late,negative,"sadness
"
223,224,i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,feel like bitchy time upon retrospect think trying shake,negative,"anger
"
224,225,i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,still second guess still terrible time making definitive decision certain truth know feel assured truth,positive,"joy
"
225,226,i don t feel like eggs benedict i ll have something equally delicious,feel like egg benedict something equally delicious,positive,"joy
"
226,227,im feeling my way through and trusting myself,feeling way trusting,positive,"joy
"
227,228,im feeling inspired by all the summery elements of my favorite past time beach bummin,feeling inspired summery element favorite past time beach bummin,positive,"joy
"
228,229,i can feel that she smiled i love you even more gorgeous,feel smiled love even gorgeous,positive,"joy
"
229,230,i continue to define and discover what home can mean here in amsterdam whenever i feel a pang of blank sickness it is more in line with missing the cultural mindset of american city life which is much different from the cultural mindset of amsterdam,continue define discover home mean amsterdam whenever feel pang blank sickness line missing cultural mindset american city life much different cultural mindset amsterdam,negative,"sadness
"
